disposition	kind	source_id	source	reason
Valid	Location	maps/region/20/location/18	MAPS.BSA	MAPS location 'F'ish Manor' is readable.
Unresolved	DungeonLink	maps/region/20/location/18/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 24721, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/18/exterior	MAPS.BSA	MAPPITEM location index 18 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/180	MAPS.BSA	MAPS location 'Cudehjet' is readable.
Unresolved	DungeonLink	maps/region/20/location/180/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 25939, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/180/exterior	MAPS.BSA	MAPPITEM location index 180 resolves 8 RMB block references.
Valid	Location	maps/region/20/location/181	MAPS.BSA	MAPS location 'The Old F'irprn Hovel' is readable.
Unresolved	DungeonLink	maps/region/20/location/181/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 25940, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/181/exterior	MAPS.BSA	MAPPITEM location index 181 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/182	MAPS.BSA	MAPS location 'Ruins of The Old Fauch Hovel' is readable.
Valid	DungeonLink	maps/region/20/location/182/dungeon	MAPS.BSA	MAPDITEM resolves 10 RDB block references.
Valid	ExteriorBlockLink	maps/region/20/location/182/exterior	MAPS.BSA	MAPPITEM location index 182 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/183	MAPS.BSA	MAPS location 'The Unfortunate Giant Lodge' is readable.
Unresolved	DungeonLink	maps/region/20/location/183/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 25943, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/183/exterior	MAPS.BSA	MAPPITEM location index 183 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/184	MAPS.BSA	MAPS location 'The Cordur Farmstead' is readable.
Unresolved	DungeonLink	maps/region/20/location/184/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 25944, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/184/exterior	MAPS.BSA	MAPPITEM location index 184 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/185	MAPS.BSA	MAPS location 'Cyillen Court' is readable.
Unresolved	DungeonLink	maps/region/20/location/185/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 25971, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/185/exterior	MAPS.BSA	MAPPITEM location index 185 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/186	MAPS.BSA	MAPS location 'Kaloton' is readable.
Unresolved	DungeonLink	maps/region/20/location/186/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 25972, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/186/exterior	MAPS.BSA	MAPPITEM location index 186 resolves 4 RMB block references.
Valid	Location	maps/region/20/location/187	MAPS.BSA	MAPS location 'Rech Manor' is readable.
Unresolved	DungeonLink	maps/region/20/location/187/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 25973, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/187/exterior	MAPS.BSA	MAPPITEM location index 187 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/188	MAPS.BSA	MAPS location 'Baghastarana' is readable.
Unresolved	DungeonLink	maps/region/20/location/188/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 25974, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/188/exterior	MAPS.BSA	MAPPITEM location index 188 resolves 12 RMB block references.
Valid	Location	maps/region/20/location/189	MAPS.BSA	MAPS location 'The Old D'ej'kern Hovel' is readable.
Unresolved	DungeonLink	maps/region/20/location/189/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 25975, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/189/exterior	MAPS.BSA	MAPPITEM location index 189 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/19	MAPS.BSA	MAPS location 'Tasu-Gora' is readable.
Unresolved	DungeonLink	maps/region/20/location/19/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 24722, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/19/exterior	MAPS.BSA	MAPPITEM location index 19 resolves 2 RMB block references.
Valid	Location	maps/region/20/location/190	MAPS.BSA	MAPS location 'Infinite Altar of Arkay' is readable.
Unresolved	DungeonLink	maps/region/20/location/190/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 25976, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/190/exterior	MAPS.BSA	MAPPITEM location index 190 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/191	MAPS.BSA	MAPS location 'Saill Manor' is readable.
Unresolved	DungeonLink	maps/region/20/location/191/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 25977, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/191/exterior	MAPS.BSA	MAPPITEM location index 191 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/192	MAPS.BSA	MAPS location 'Infinite Martyr of Arkay' is readable.
Unresolved	DungeonLink	maps/region/20/location/192/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 25992, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/192/exterior	MAPS.BSA	MAPPITEM location index 192 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/193	MAPS.BSA	MAPS location 'Old Nirchsa's Shack' is readable.
Unresolved	DungeonLink	maps/region/20/location/193/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 25993, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/193/exterior	MAPS.BSA	MAPPITEM location index 193 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/194	MAPS.BSA	MAPS location 'Old Thashi's Shack' is readable.
Unresolved	DungeonLink	maps/region/20/location/194/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 25994, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/194/exterior	MAPS.BSA	MAPPITEM location index 194 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/195	MAPS.BSA	MAPS location 'The Old Raejan Shack' is readable.
Unresolved	DungeonLink	maps/region/20/location/195/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 25995, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/195/exterior	MAPS.BSA	MAPPITEM location index 195 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/196	MAPS.BSA	MAPS location 'The Old Krestta Shack' is readable.
Unresolved	DungeonLink	maps/region/20/location/196/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 25996, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/196/exterior	MAPS.BSA	MAPPITEM location index 196 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/197	MAPS.BSA	MAPS location 'Sacred Martyr of Arkay' is readable.
Unresolved	DungeonLink	maps/region/20/location/197/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 25997, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/197/exterior	MAPS.BSA	MAPPITEM location index 197 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/198	MAPS.BSA	MAPS location 'The Fortress of Rachim' is readable.
Valid	DungeonLink	maps/region/20/location/198/dungeon	MAPS.BSA	MAPDITEM resolves 12 RDB block references.
Valid	ExteriorBlockLink	maps/region/20/location/198/exterior	MAPS.BSA	MAPPITEM location index 198 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/199	MAPS.BSA	MAPS location 'Berbettukat' is readable.
Unresolved	DungeonLink	maps/region/20/location/199/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26000, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/199/exterior	MAPS.BSA	MAPPITEM location index 199 resolves 2 RMB block references.
Valid	Location	maps/region/20/location/2	MAPS.BSA	MAPS location 'Bubissidata' is readable.
Unresolved	DungeonLink	maps/region/20/location/2/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 23981, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/2/exterior	MAPS.BSA	MAPPITEM location index 2 resolves 35 RMB block references.
Valid	Location	maps/region/20/location/20	MAPS.BSA	MAPS location 'Naresa' is readable.
Unresolved	DungeonLink	maps/region/20/location/20/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 24760, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/20/exterior	MAPS.BSA	MAPPITEM location index 20 resolves 48 RMB block references.
Valid	Location	maps/region/20/location/200	MAPS.BSA	MAPS location 'Ruins of Rhalpten Hall' is readable.
Valid	DungeonLink	maps/region/20/location/200/dungeon	MAPS.BSA	MAPDITEM resolves 13 RDB block references.
Valid	ExteriorBlockLink	maps/region/20/location/200/exterior	MAPS.BSA	MAPPITEM location index 200 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/201	MAPS.BSA	MAPS location 'Berbisia' is readable.
Unresolved	DungeonLink	maps/region/20/location/201/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26003, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/201/exterior	MAPS.BSA	MAPPITEM location index 201 resolves 6 RMB block references.
Valid	Location	maps/region/20/location/202	MAPS.BSA	MAPS location 'The Dirty Hedgehog Lodge' is readable.
Unresolved	DungeonLink	maps/region/20/location/202/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26004, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/202/exterior	MAPS.BSA	MAPPITEM location index 202 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/203	MAPS.BSA	MAPS location 'Appirino' is readable.
Unresolved	DungeonLink	maps/region/20/location/203/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26005, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/203/exterior	MAPS.BSA	MAPPITEM location index 203 resolves 4 RMB block references.
Valid	Location	maps/region/20/location/204	MAPS.BSA	MAPS location 'Oselah' is readable.
Unresolved	DungeonLink	maps/region/20/location/204/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26006, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/204/exterior	MAPS.BSA	MAPPITEM location index 204 resolves 4 RMB block references.
Valid	Location	maps/region/20/location/205	MAPS.BSA	MAPS location 'Damasta-Korom' is readable.
Unresolved	DungeonLink	maps/region/20/location/205/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26032, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/205/exterior	MAPS.BSA	MAPPITEM location index 205 resolves 12 RMB block references.
Valid	Location	maps/region/20/location/206	MAPS.BSA	MAPS location 'Issaqumbaan' is readable.
Unresolved	DungeonLink	maps/region/20/location/206/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26033, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/206/exterior	MAPS.BSA	MAPPITEM location index 206 resolves 12 RMB block references.
Valid	Location	maps/region/20/location/207	MAPS.BSA	MAPS location 'Old Rluctsa's Hovel' is readable.
Unresolved	DungeonLink	maps/region/20/location/207/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26034, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/207/exterior	MAPS.BSA	MAPPITEM location index 207 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/208	MAPS.BSA	MAPS location 'The Lagim Farmstead' is readable.
Unresolved	DungeonLink	maps/region/20/location/208/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26035, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/208/exterior	MAPS.BSA	MAPPITEM location index 208 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/209	MAPS.BSA	MAPS location 'Issaqettubia' is readable.
Unresolved	DungeonLink	maps/region/20/location/209/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26036, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/209/exterior	MAPS.BSA	MAPPITEM location index 209 resolves 4 RMB block references.
Valid	Location	maps/region/20/location/21	MAPS.BSA	MAPS location 'The Old Blishten Place' is readable.
Unresolved	DungeonLink	maps/region/20/location/21/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 24761, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/21/exterior	MAPS.BSA	MAPPITEM location index 21 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/210	MAPS.BSA	MAPS location 'Makemiga' is readable.
Unresolved	DungeonLink	maps/region/20/location/210/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26037, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/210/exterior	MAPS.BSA	MAPPITEM location index 210 resolves 4 RMB block references.
Valid	Location	maps/region/20/location/211	MAPS.BSA	MAPS location 'Akhaaqbi' is readable.
Unresolved	DungeonLink	maps/region/20/location/211/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26038, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/211/exterior	MAPS.BSA	MAPPITEM location index 211 resolves 12 RMB block references.
Valid	Location	maps/region/20/location/212	MAPS.BSA	MAPS location 'Tulaemi-Kom' is readable.
Unresolved	DungeonLink	maps/region/20/location/212/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26039, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/212/exterior	MAPS.BSA	MAPPITEM location index 212 resolves 4 RMB block references.
Valid	Location	maps/region/20/location/213	MAPS.BSA	MAPS location 'Old T'uctta's Farm' is readable.
Unresolved	DungeonLink	maps/region/20/location/213/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26040, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/213/exterior	MAPS.BSA	MAPPITEM location index 213 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/214	MAPS.BSA	MAPS location 'Castle Shoj' is readable.
Valid	DungeonLink	maps/region/20/location/214/dungeon	MAPS.BSA	MAPDITEM resolves 10 RDB block references.
Valid	ExteriorBlockLink	maps/region/20/location/214/exterior	MAPS.BSA	MAPPITEM location index 214 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/215	MAPS.BSA	MAPS location 'Tulauus' is readable.
Unresolved	DungeonLink	maps/region/20/location/215/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26043, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/215/exterior	MAPS.BSA	MAPPITEM location index 215 resolves 2 RMB block references.
Valid	Location	maps/region/20/location/216	MAPS.BSA	MAPS location 'Old Caorntha's Hovel' is readable.
Unresolved	DungeonLink	maps/region/20/location/216/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26063, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/216/exterior	MAPS.BSA	MAPPITEM location index 216 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/217	MAPS.BSA	MAPS location 'The Hold of Ghijom' is readable.
Valid	DungeonLink	maps/region/20/location/217/dungeon	MAPS.BSA	MAPDITEM resolves 13 RDB block references.
Valid	ExteriorBlockLink	maps/region/20/location/217/exterior	MAPS.BSA	MAPPITEM location index 217 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/218	MAPS.BSA	MAPS location 'The Red Giant Tavern' is readable.
Unresolved	DungeonLink	maps/region/20/location/218/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26066, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/218/exterior	MAPS.BSA	MAPPITEM location index 218 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/219	MAPS.BSA	MAPS location 'The Mouse and Bird Pub' is readable.
Unresolved	DungeonLink	maps/region/20/location/219/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26067, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/219/exterior	MAPS.BSA	MAPPITEM location index 219 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/22	MAPS.BSA	MAPS location 'Naririret' is readable.
Unresolved	DungeonLink	maps/region/20/location/22/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 24762, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/22/exterior	MAPS.BSA	MAPPITEM location index 22 resolves 4 RMB block references.
Valid	Location	maps/region/20/location/220	MAPS.BSA	MAPS location 'Horia' is readable.
Unresolved	DungeonLink	maps/region/20/location/220/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26068, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/220/exterior	MAPS.BSA	MAPPITEM location index 220 resolves 6 RMB block references.
Valid	Location	maps/region/20/location/221	MAPS.BSA	MAPS location 'Old Bactfa's Place' is readable.
Unresolved	DungeonLink	maps/region/20/location/221/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26069, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/221/exterior	MAPS.BSA	MAPPITEM location index 221 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/222	MAPS.BSA	MAPS location 'Slornum Hall' is readable.
Unresolved	DungeonLink	maps/region/20/location/222/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26070, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/222/exterior	MAPS.BSA	MAPPITEM location index 222 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/223	MAPS.BSA	MAPS location 'Bloth Court' is readable.
Unresolved	DungeonLink	maps/region/20/location/223/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26071, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/223/exterior	MAPS.BSA	MAPPITEM location index 223 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/224	MAPS.BSA	MAPS location 'The Maelotha Hermitage' is readable.
Valid	DungeonLink	maps/region/20/location/224/dungeon	MAPS.BSA	MAPDITEM resolves 14 RDB block references.
Valid	ExteriorBlockLink	maps/region/20/location/224/exterior	MAPS.BSA	MAPPITEM location index 224 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/225	MAPS.BSA	MAPS location 'Mogakaa' is readable.
Unresolved	DungeonLink	maps/region/20/location/225/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26074, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/225/exterior	MAPS.BSA	MAPPITEM location index 225 resolves 4 RMB block references.
Valid	Location	maps/region/20/location/226	MAPS.BSA	MAPS location 'Gruldan Grange' is readable.
Unresolved	DungeonLink	maps/region/20/location/226/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26075, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/226/exterior	MAPS.BSA	MAPPITEM location index 226 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/227	MAPS.BSA	MAPS location 'C'uct Hall' is readable.
Unresolved	DungeonLink	maps/region/20/location/227/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26076, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/227/exterior	MAPS.BSA	MAPPITEM location index 227 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/228	MAPS.BSA	MAPS location 'Mogiisa' is readable.
Unresolved	DungeonLink	maps/region/20/location/228/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26077, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/228/exterior	MAPS.BSA	MAPPITEM location index 228 resolves 4 RMB block references.
Valid	Location	maps/region/20/location/229	MAPS.BSA	MAPS location 'Umbaaqwan' is readable.
Unresolved	DungeonLink	maps/region/20/location/229/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26078, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/229/exterior	MAPS.BSA	MAPPITEM location index 229 resolves 48 RMB block references.
Valid	Location	maps/region/20/location/23	MAPS.BSA	MAPS location 'Sacred Tree of Arkay' is readable.
Unresolved	DungeonLink	maps/region/20/location/23/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 24763, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/23/exterior	MAPS.BSA	MAPPITEM location index 23 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/230	MAPS.BSA	MAPS location 'Singing Redeemer of Arkay' is readable.
Unresolved	DungeonLink	maps/region/20/location/230/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26079, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/230/exterior	MAPS.BSA	MAPPITEM location index 230 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/231	MAPS.BSA	MAPS location 'Ghurne Manor' is readable.
Unresolved	DungeonLink	maps/region/20/location/231/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26100, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/231/exterior	MAPS.BSA	MAPPITEM location index 231 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/232	MAPS.BSA	MAPS location 'The Nhethsa Tradition' is readable.
Valid	DungeonLink	maps/region/20/location/232/dungeon	MAPS.BSA	MAPDITEM resolves 11 RDB block references.
Valid	ExteriorBlockLink	maps/region/20/location/232/exterior	MAPS.BSA	MAPPITEM location index 232 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/233	MAPS.BSA	MAPS location 'The Pit of Sahas' is readable.
Valid	DungeonLink	maps/region/20/location/233/dungeon	MAPS.BSA	MAPDITEM resolves 14 RDB block references.
Valid	ExteriorBlockLink	maps/region/20/location/233/exterior	MAPS.BSA	MAPPITEM location index 233 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/234	MAPS.BSA	MAPS location 'Blessed Star of Arkay' is readable.
Unresolved	DungeonLink	maps/region/20/location/234/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26105, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/234/exterior	MAPS.BSA	MAPPITEM location index 234 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/235	MAPS.BSA	MAPS location 'The Dirty Jug Lodge' is readable.
Unresolved	DungeonLink	maps/region/20/location/235/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26106, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/235/exterior	MAPS.BSA	MAPPITEM location index 235 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/236	MAPS.BSA	MAPS location 'Isfopao' is readable.
Unresolved	DungeonLink	maps/region/20/location/236/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26107, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/236/exterior	MAPS.BSA	MAPPITEM location index 236 resolves 2 RMB block references.
Valid	Location	maps/region/20/location/237	MAPS.BSA	MAPS location 'Maurp Manor' is readable.
Unresolved	DungeonLink	maps/region/20/location/237/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26108, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/237/exterior	MAPS.BSA	MAPPITEM location index 237 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/238	MAPS.BSA	MAPS location 'Isfijer' is readable.
Unresolved	DungeonLink	maps/region/20/location/238/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26109, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/238/exterior	MAPS.BSA	MAPPITEM location index 238 resolves 42 RMB block references.
Valid	Location	maps/region/20/location/239	MAPS.BSA	MAPS location 'Cyirur Hall' is readable.
Unresolved	DungeonLink	maps/region/20/location/239/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26110, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/239/exterior	MAPS.BSA	MAPPITEM location index 239 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/24	MAPS.BSA	MAPS location 'Isfakabi' is readable.
Unresolved	DungeonLink	maps/region/20/location/24/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 24808, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/24/exterior	MAPS.BSA	MAPPITEM location index 24 resolves 8 RMB block references.
Valid	Location	maps/region/20/location/240	MAPS.BSA	MAPS location 'T'irdar Hall' is readable.
Unresolved	DungeonLink	maps/region/20/location/240/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26111, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/240/exterior	MAPS.BSA	MAPPITEM location index 240 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/241	MAPS.BSA	MAPS location 'Infinite Soul of Arkay' is readable.
Unresolved	DungeonLink	maps/region/20/location/241/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26112, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/241/exterior	MAPS.BSA	MAPPITEM location index 241 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/242	MAPS.BSA	MAPS location 'The Laboratory of Fhull' is readable.
Valid	DungeonLink	maps/region/20/location/242/dungeon	MAPS.BSA	MAPDITEM resolves 10 RDB block references.
Valid	ExteriorBlockLink	maps/region/20/location/242/exterior	MAPS.BSA	MAPPITEM location index 242 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/243	MAPS.BSA	MAPS location 'Bubibureg' is readable.
Unresolved	DungeonLink	maps/region/20/location/243/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26136, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/243/exterior	MAPS.BSA	MAPPITEM location index 243 resolves 4 RMB block references.
Valid	Location	maps/region/20/location/244	MAPS.BSA	MAPS location 'The Mouse and Castle Pub' is readable.
Unresolved	DungeonLink	maps/region/20/location/244/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26137, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/244/exterior	MAPS.BSA	MAPPITEM location index 244 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/245	MAPS.BSA	MAPS location 'The King's Hedgehog Tavern' is readable.
Unresolved	DungeonLink	maps/region/20/location/245/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26138, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/245/exterior	MAPS.BSA	MAPPITEM location index 245 resolves 1 RMB block references.
Valid	Location	maps/region/20/location/246	MAPS.BSA	MAPS location 'Zenano' is readable.
Unresolved	DungeonLink	maps/region/20/location/246/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 26139, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/20/location/246/exterior	MAPS.BSA	MAPPITEM location index 246 resolves 2 RMB block references.
Valid	Location	maps/region/20/location/247	MAPS.BSA	MAPS location 'Flertte Hall' is readable.
